0.03714046	
0.04983693	
0.05432374	
0.06767519	-310.824386	-310.825686	109.485804	109.484504	
0.07475889	-310.823546	-310.825686	109.486645	109.484504	
0.08492347	-310.821743	-310.825686	109.488447	109.484504	
0.09501905	-310.819444	-310.825686	109.490747	109.484504	
0.1052716	-310.816578	-310.825686	109.493612	109.493231	
0.1154022	-310.813239	-310.81696	109.496951	109.493231	
0.1255608	-310.809374	-310.81696	109.500817	109.493231	
0.1357994	-310.804951	-310.81696	109.50524	109.493231	
0.1458679	-310.8001	-310.81696	109.51009	109.493231	
0.1560405	-310.794676	-310.81696	109.515514	109.493231	
0.1712969	-310.78518	-310.81696	109.52501	109.493231	
0.1763717	-310.782031	-310.81696	109.528159	109.493231	
0.1945189	-310.768501	-310.81696	109.541689	109.493231	
0.1990987	-310.765142	-310.81696	109.545049	109.493231	
0.2092893	-310.756799	-310.81696	109.553392	109.501957	
0.2194729	-310.748338	-310.81696	109.561852	109.501957	
0.2295735	-310.73924	-310.81696	109.57095	109.501957	
0.239846	-310.729458	-310.81696	109.580732	109.501957	
0.2499176	-310.719365	-310.81696	109.590826	109.501957	
0.2600062	-310.708741	-310.808233	109.601449	109.501957	
0.2734106	-310.693617	-310.808233	109.616573	109.519411	
0.2834932	-310.681828	-310.79078	109.628363	109.528137	
0.2936118	-310.669475	-310.782053	109.640715	109.536864	
0.3038014	-310.656515	-310.7646	109.653676	109.554317	
0.314004	-310.643018	-310.747147	109.667172	109.57177	
0.3241365	-310.629106	-310.729693	109.681084	109.589224	
0.3343661	-310.614529	-310.703513	109.695661	109.606677	
0.3444737	-310.599621	-310.68606	109.710569	109.62413	
0.3545943	-310.584185	-310.65988	109.726006	109.641584	
0.3647798	-310.568124	-310.6337	109.742066	109.67649	
0.3750124	-310.551456	-310.60752	109.758734	109.693943	
0.385256	-310.534255	-310.58134	109.775935	109.72885	
0.3953496	-310.516797	-310.55516	109.793393	109.746303	
0.4056681	-310.498408	-310.528981	109.811782	109.78121	
0.4157377	-310.479982	-310.502801	109.830208	109.80739	
0.4257683	-310.461113	-310.476621	109.849077	109.83357	
0.4359349	-310.441458	-310.441714	109.868733	109.868476	
0.4461105	-310.421281	-310.406807	109.88891	109.894656	
0.456241	-310.400675	-310.380628	109.909515	109.920836	
0.4664086	-310.379483	-310.354448	109.930708	109.955743	
0.4766262	-310.35765	-310.328268	109.95254	109.981923	
0.4868188	-310.335358	-310.302088	109.974832	110.008103	
0.4969613	-310.312674	-310.275908	109.997516	110.034283	
0.5071209	-310.28942	-310.258454	110.020771	110.060463	
0.5172775	-310.265656	-310.232275	110.044534	110.077916	
0.5274331	-310.241381	-310.214821	110.068809	110.104096	
0.5375817	-310.216621	-310.197368	110.09357	110.121549	
0.5477142	-310.191379	-310.179915	110.118811	110.139002	
0.5578688	-310.165567	-310.162461	110.144624	110.165182	
0.5729502	-310.12586	-310.145008	110.184331	110.173909	
0.5790789	-310.109698	-310.127555	110.200492	110.191362	
0.5883565	-310.084757	-310.110101	110.225434	110.208816	
0.5985081	-310.056889	-310.092648	110.253301	110.226269	
0.6086177	-310.028627	-310.066468	110.281563	110.243722	
0.6187423	-309.99981	-310.040288	110.31038	110.269902	
0.6289029	-309.970371	-310.014108	110.33982	110.287355	
0.6391054	-309.940279	-309.987928	110.369911	110.313535	
0.649388	-309.909433	-309.961749	110.400758	110.339715	
0.6594386	-309.878787	-309.926842	110.431404	110.374622	
0.67416	-309.832591	-309.900662	110.477599	110.400802	
0.6801777	-309.813716	-309.865755	110.496475	110.435708	
0.6901963	-309.781617	-309.830849	110.528573	110.461888	
0.7003779	-309.748484	-309.787216	110.561706	110.505522	
0.7105555	-309.714837	-309.752309	110.595354	110.540428	
0.721005	-309.679729	-309.708676	110.630461	110.584061	
0.7308426	-309.646226	-309.673769	110.663964	110.618968	
0.7409862	-309.611162	-309.630136	110.699029	110.662601	
