0.0455811	
0.05013191	
0.06024749	
0.07040706	
0.08057464	
0.09072022	
0.1009068	
0.1111734	
0.1211989	
0.1313225	
0.1415021	
0.1516097	
0.1617413	
0.1719348	
0.1820704	
0.192235	
0.2023566	
0.2125291	
0.2227137	
0.2328133	
0.2429519	
0.2530584	
0.263279	
0.2734596	
0.2835402	
0.2936718	
0.3040143	
0.3139649	
0.3241075	
0.3342461	
0.3444346	
0.3545382	
0.3647258	
0.3748824	
0.3849849	
0.3951385	
0.4056311	
0.4155627	
0.4257032	
0.4358298	
0.4460114	
0.456209	
0.4663086	
0.4764701	
0.4866077	
0.4967843	
0.5069029	
0.5170894	
0.527225	
0.5392405	
0.5475302	
0.5576887	
0.5678253	
0.5779489	
0.5881515	
0.59829	
0.6084926	
0.6188372	
0.6286998	
0.6389124	
0.6490459	
0.6592005	
0.6693321	
0.6795507	
0.6897312	
0.6998108	
0.7099684	
0.720193	
0.7302955	
0.7404281	
0.7505687	
0.7606773	
0.7708559	
0.7811854	
0.7942339	159.655526	159.653993	159.507173	159.50564	
0.8039905	159.657145	159.653993	159.508792	159.50564	
0.814112	159.659452	159.66272	159.511099	159.50564	
0.8242966	159.662397	159.66272	159.514044	159.514367	
0.8344312	159.665944	159.66272	159.517591	159.514367	
0.8445988	159.670121	159.66272	159.521768	159.523094	
0.8548273	159.674955	159.66272	159.526602	159.53182	
0.8648949	159.680313	159.66272	159.53196	159.540547	
0.8750165	159.686318	159.680173	159.537965	159.549274	
0.8853561	159.693105	159.680173	159.544752	159.558	
0.8968616	159.701491	159.6889	159.553138	159.558	
0.9066632	159.709151	159.697627	159.560798	159.558	
0.9168128	159.717718	159.706353	159.569365	159.566727	
0.9270163	159.726958	159.71508	159.578605	159.575454	
0.9371969	159.736802	159.71508	159.588449	159.58418	
0.9473225	159.747201	159.732533	159.598848	159.592907	
0.9574931	159.758311	159.732533	159.609958	159.601633	
0.9676396	159.769928	159.732533	159.621575	159.61036	
0.9778032	159.782229	159.749986	159.633876	159.627813	
0.9879258	159.79509	159.758713	159.646737	159.63654	
0.9994283	159.810561	159.76744	159.662208	159.653993	
1.009259	159.824293	159.784893	159.67594	159.66272	
1.019382	159.839068	159.79362	159.690715	159.680173	
